distance_m,FSPL_dB,path_loss_dB,Pr_dBm,SNR_dB,Capacity_bps
3220.0,152.14732575019323,322152.1473257502,-322152.1473257502,-322064.1473257502,0.0
3230.0,152.1742587628987,323152.1742587629,-323152.1742587629,-323064.1742587629,0.0
3240.0,152.20110852040887,324152.2011085204,-324152.2011085204,-324064.2011085204,0.0
3250.0,152.2278755358541,325152.22787553584,-325152.22787553584,-325064.22787553584,0.0
3260.0,152.2545603176354,326152.2545603176,-326152.2545603176,-326064.2545603176,0.0
3270.0,152.28116336948236,327152.2811633695,-327152.2811633695,-327064.2811633695,0.0
3280.0,152.3076851905102,328152.3076851905,-328152.3076851905,-328064.3076851905,0.0
3290.0,152.3341262752761,329152.33412627527,-329152.33412627527,-329064.33412627527,0.0
3300.0,152.36048711383438,330152.3604871138,-330152.3604871138,-330064.3604871138,0.0
3310.0,152.386768191791,331152.3867681918,-331152.3867681918,-331064.3867681918,0.0
3320.0,152.41296999035734,332152.41296999034,-332152.41296999034,-332064.41296999034,0.0
3330.0,152.439092986403,333152.4390929864,-333152.4390929864,-333064.4390929864,0.0
3340.0,152.4651376525079,334152.4651376525,-334152.4651376525,-334064.4651376525,0.0
3350.0,152.49110445701353,335152.491104457,-335152.491104457,-335064.491104457,0.0
3360.0,152.5169938640735,336152.5169938641,-336152.5169938641,-336064.5169938641,0.0
3370.0,152.5428063337034,337152.5428063337,-337152.5428063337,-337064.5428063337,0.0
3380.0,152.5685423218297,338152.56854232185,-338152.56854232185,-338064.56854232185,0.0
3390.0,152.59420228033827,339152.59420228034,-339152.59420228034,-339064.59420228034,0.0
3400.0,152.61978665712172,340152.6197866571,-340152.6197866571,-340064.6197866571,0.0
3410.0,152.64529589612658,341152.6452958961,-341152.6452958961,-341064.6452958961,0.0
3420.0,152.67073043739933,342152.6707304374,-342152.6707304374,-342064.6707304374,0.0
3430.0,152.69609071713202,343152.69609071716,-343152.69609071716,-343064.69609071716,0.0
3440.0,152.7213771677072,344152.72137716773,-344152.72137716773,-344064.72137716773,0.0
3450.0,152.7465902177421,345152.74659021775,-345152.74659021775,-345064.74659021775,0.0
3460.0,152.77173029213216,346152.7717302921,-346152.7717302921,-346064.7717302921,0.0
3470.0,152.7967978120941,347152.7967978121,-347152.7967978121,-347064.7967978121,0.0
3480.0,152.82179319520824,348152.8217931952,-348152.8217931952,-348064.8217931952,0.0
3490.0,152.84671685546022,349152.8467168555,-349152.8467168555,-349064.8467168555,0.0
3500.0,152.87156920328212,350152.8715692033,-350152.8715692033,-350064.8715692033,0.0
3510.0,152.89635064559312,351152.8963506456,-351152.8963506456,-351064.8963506456,0.0
3520.0,152.92106158583925,352152.92106158583,-352152.92106158583,-352064.92106158583,0.0
3530.0,152.94570242403307,353152.94570242404,-353152.94570242404,-353064.94570242404,0.0
3540.0,152.97027355679236,354152.97027355677,-354152.97027355677,-354064.97027355677,0.0
3550.0,152.99477537737852,355152.9947753774,-355152.9947753774,-355064.9947753774,0.0
3560.0,153.01920827573414,356153.0192082757,-356153.0192082757,-356065.0192082757,0.0
3570.0,153.0435726385205,357153.04357263853,-357153.04357263853,-357065.04357263853,0.0
3580.0,153.0678688491541,358153.06786884915,-358153.06786884915,-358065.06786884915,0.0
3590.0,153.09209728784302,359153.0920972878,-359153.0920972878,-359065.0920972878,0.0
3600.0,153.11625833162236,360153.11625833163,-360153.11625833163,-360065.11625833163,0.0
3610.0,153.14035235438976,361153.1403523544,-361153.1403523544,-361065.1403523544,0.0
3620.0,153.16437972693993,362153.1643797269,-362153.1643797269,-362065.1643797269,0.0
3630.0,153.18834081699887,363153.188340817,-363153.188340817,-363065.188340817,0.0
3640.0,153.21223598925775,364153.2122359893,-364153.2122359893,-364065.2122359893,0.0
3650.0,153.2360656054061,365153.2360656054,-365153.2360656054,-365065.2360656054,0.0
3660.0,153.25983002416484,366153.25983002415,-366153.25983002415,-366065.25983002415,0.0
3670.0,153.2835296013184,367153.2835296013,-367153.2835296013,-367065.2835296013,0.0
3680.0,153.30716468974697,368153.30716468976,-368153.30716468976,-368065.30716468976,0.0
3690.0,153.33073563945783,369153.33073563944,-369153.33073563944,-369065.33073563944,0.0
3700.0,153.3542427976165,370153.3542427976,-370153.3542427976,-370065.3542427976,0.0
3710.0,153.37768650857754,371153.3776865086,-371153.3776865086,-371065.3776865086,0.0
3720.0,153.4010671139146,372153.4010671139,-372153.4010671139,-372065.4010671139,0.0
3730.0,153.42438495245037,373153.42438495246,-373153.42438495246,-373065.42438495246,0.0
3740.0,153.44764036028624,374153.4476403603,-374153.4476403603,-374065.4476403603,0.0
3750.0,153.47083367083098,375153.4708336708,-375153.4708336708,-375065.4708336708,0.0
3760.0,153.49396521482984,376153.4939652148,-376153.4939652148,-376065.4939652148,0.0
3770.0,153.5170353203925,377153.5170353204,-377153.5170353204,-377065.5170353204,0.0
3780.0,153.54004431302113,378153.540044313,-378153.540044313,-378065.540044313,0.0
3790.0,153.56299251563806,379153.5629925156,-379153.5629925156,-379065.5629925156,0.0
3800.0,153.58588024861282,380153.58588024863,-380153.58588024863,-380065.58588024863,0.0
3810.0,153.608707829789,381153.6087078298,-381153.6087078298,-381065.6087078298,0.0
3820.0,153.6314755745108,382153.6314755745,-382153.6314755745,-382065.6314755745,0.0
3830.0,153.6541837956491,383153.6541837957,-383153.6541837957,-383065.6541837957,0.0
3840.0,153.67683280362724,384153.67683280364,-384153.67683280364,-384065.67683280364,0.0
3850.0,153.69942290644664,385153.69942290644,-385153.69942290644,-385065.69942290644,0.0
3860.0,153.7219544097117,386153.72195440973,-386153.72195440973,-386065.72195440973,0.0
3870.0,153.74442761665483,387153.74442761665,-387153.74442761665,-387065.74442761665,0.0
3880.0,153.76684282816078,388153.76684282813,-388153.76684282813,-388065.76684282813,0.0
3890.0,153.7892003427908,389153.7892003428,-389153.7892003428,-389065.7892003428,0.0
3900.0,153.8115004568066,390153.8115004568,-390153.8115004568,-390065.8115004568,0.0
3910.0,153.83374346419396,391153.8337434642,-391153.8337434642,-391065.8337434642,0.0
3920.0,153.85592965668576,392153.8559296567,-392153.8559296567,-392065.8559296567,0.0
3930.0,153.87805932378515,393153.87805932376,-393153.87805932376,-393065.87805932376,0.0
3940.0,153.90013275278812,394153.9001327528,-394153.9001327528,-394065.9001327528,0.0
3950.0,153.92215022880583,395153.9221502288,-395153.9221502288,-395065.9221502288,0.0
3960.0,153.94411203478685,396153.9441120348,-396153.9441120348,-396065.9441120348,0.0
3970.0,153.96601845153893,397153.96601845155,-397153.96601845155,-397065.96601845155,0.0
3980.0,153.9878697577504,398153.98786975775,-398153.98786975775,-398065.98786975775,0.0
3990.0,154.0096662300116,399154.00966623,-399154.00966623,-399066.00966623,0.0
4000.0,154.03140814283586,400154.0314081428,-400154.0314081428,-400066.0314081428,0.0
