distance_m,distance_km,L_atm_dB,L_turb_dB,L_point_dB,L_total_dB
2620.0,2.62,3.1562958733818838,5.05511828404657,0.30962284345742963,8.521037000885883
2630.0,2.63,3.1683428041963184,5.090547491938753,0.30962284345742963,8.5685131395925
2640.0,2.64,3.180389735010753,5.126089137876255,0.30962284345742963,8.616101716344437
2650.0,2.65,3.1924366658251877,5.161743150762974,0.30962284345742963,8.66380266004559
2660.0,2.66,3.204483596639623,5.1975094598163,0.30962284345742963,8.711615899913351
2670.0,2.67,3.216530527454057,5.233387994564563,0.30962284345742963,8.75954136547605
2680.0,2.68,3.228577458268492,5.269378684844506,0.30962284345742963,8.807578986570427
2690.0,2.69,3.2406243890829263,5.305481460798786,0.30962284345742963,8.855728693339142
2700.0,2.7,3.2526713198973614,5.3416962528735095,0.30962284345742963,8.9039904162283
2710.0,2.71,3.264718250711796,5.378022991815785,0.30962284345742963,8.95236408598501
2720.0,2.72,3.2767651815262306,5.414461608671327,0.30962284345742963,9.000849633654987
2730.0,2.73,3.2888121123406653,5.451012034782061,0.30962284345742963,9.049446990580156
2740.0,2.74,3.3008590431551,5.487674201783773,0.30962284345742963,9.098156088396301
2750.0,2.75,3.3129059739695346,5.524448041603786,0.30962284345742963,9.14697685903075
2760.0,2.76,3.3249529047839688,5.561333486458652,0.30962284345742963,9.19590923470005
2770.0,2.77,3.336999835598404,5.598330468851888,0.30962284345742963,9.24495314790772
2780.0,2.78,3.3490467664128385,5.6354389215717156,0.30962284345742963,9.294108531441983
2790.0,2.79,3.361093697227273,5.672658777688854,0.30962284345742963,9.343375318373557
2800.0,2.8,3.373140628041708,5.709989970554305,0.30962284345742963,9.392753442053442
2810.0,2.81,3.3851875588561424,5.747432433797196,0.30962284345742963,9.442242836110768
2820.0,2.82,3.397234489670577,5.784986101322627,0.30962284345742963,9.491843434450633
2830.0,2.83,3.409281420485012,5.822650907309546,0.30962284345742963,9.541555171251987
2840.0,2.84,3.4213283512994463,5.860426786208643,0.30962284345742963,9.591377980965518
2850.0,2.85,3.4333752821138814,5.898313672740293,0.30962284345742963,9.641311798311603
2860.0,2.86,3.4454222129283156,5.936311501892481,0.30962284345742963,9.691356558278226
2870.0,2.87,3.4574691437427507,5.974420208918786,0.30962284345742963,9.741512196118965
2880.0,2.88,3.469516074557185,6.012639729336366,0.30962284345742963,9.79177864735098
2890.0,2.89,3.48156300537162,6.0509699989239705,0.30962284345742963,9.84215584775302
2900.0,2.9,3.4936099361860546,6.089410953719991,0.30962284345742963,9.892643733363474
2910.0,2.91,3.5056568670004893,6.127962530020498,0.30962284345742963,9.943242240478416
2920.0,2.92,3.517703797814924,6.166624664377334,0.30962284345742963,9.993951305649688
2930.0,2.93,3.5297507286293586,6.205397293596202,0.30962284345742963,10.04477086568299
2940.0,2.94,3.541797659443793,6.2442803547348005,0.30962284345742963,10.095700857636023
2950.0,2.95,3.5538445902582283,6.28327378510095,0.30962284345742963,10.146741218816608
2960.0,2.96,3.5658915210726625,6.322377522250759,0.30962284345742963,10.197891886780852
2970.0,2.97,3.5779384518870976,6.361591503986803,0.30962284345742963,10.24915279933133
2980.0,2.98,3.589985382701532,6.400915668356326,0.30962284345742963,10.300523894515287
2990.0,2.99,3.602032313515967,6.440349953649455,0.30962284345742963,10.352005110622851
3000.0,3.0,3.6140792443304015,6.47989429839744,0.30962284345742963,10.40359638618527
3010.0,3.01,3.6261261751448357,6.519548641370912,0.30962284345742963,10.455297659973176
3020.0,3.02,3.638173105959271,6.5593129215781545,0.30962284345742963,10.507108870994855
3030.0,3.03,3.650220036773705,6.5991870782633955,0.30962284345742963,10.55902995849453
3040.0,3.04,3.66226696758814,6.639171050905125,0.30962284345742963,10.611060861950694
3050.0,3.05,3.6743138984025743,6.679264779214408,0.30962284345742963,10.663201521074413
3060.0,3.06,3.6863608292170094,6.719468203133251,0.30962284345742963,10.71545187580769
3070.0,3.07,3.698407760031444,6.759781262832942,0.30962284345742963,10.767811866321816
3080.0,3.08,3.7104546908458786,6.800203898712452,0.30962284345742963,10.82028143301576
3090.0,3.09,3.7225016216603133,6.840736051396812,0.30962284345742963,10.872860516514555
3100.0,3.1,3.734548552474748,6.881377661735538,0.30962284345742963,10.925549057667716
3110.0,3.11,3.7465954832891826,6.922128670801058,0.30962284345742963,10.97834699754767
3120.0,3.12,3.7586424141036177,6.96298901988715,0.30962284345742963,11.031254277448197
3130.0,3.13,3.770689344918052,7.003958650507414,0.30962284345742963,11.084270838882896
3140.0,3.14,3.782736275732487,7.045037504393736,0.30962284345742963,11.137396623583653
