distance_m,distance_km,L_atm_dB,L_turb_dB,L_point_dB,L_total_dB
3150.0,3.15,3.794783206546921,7.08622552349479,0.30962284345742963,11.190631573499141
3160.0,3.16,3.8068301373613562,7.127522649974539,0.30962284345742963,11.243975630793324
3170.0,3.17,3.8188770681757904,7.168928826210762,0.30962284345742963,11.297428737843981
3180.0,3.18,3.8309239989902255,7.210443994793579,0.30962284345742963,11.350990837241234
3190.0,3.19,3.84297092980466,7.252068098524022,0.30962284345742963,11.40466187178611
3200.0,3.2,3.855017860619095,7.293801080412582,0.30962284345742963,11.458441784489105
3210.0,3.21,3.8670647914335294,7.335642883677797,0.30962284345742963,11.512330518568756
3220.0,3.22,3.879111722247964,7.377593451744845,0.30962284345742963,11.566328017450239
3230.0,3.23,3.8911586530623987,7.419652728244154,0.30962284345742963,11.620434224763983
3240.0,3.24,3.903205583876834,7.461820657010021,0.30962284345742963,11.674649084344285
3250.0,3.25,3.915252514691268,7.504097182079244,0.30962284345742963,11.728972540227941
3260.0,3.26,3.9272994455057026,7.546482247689776,0.30962284345742963,11.783404536652908
3270.0,3.27,3.9393463763201373,7.588975798279387,0.30962284345742963,11.837945018056953
3280.0,3.28,3.951393307134572,7.631577778484326,0.30962284345742963,11.892593929076327
3290.0,3.29,3.9634402379490066,7.674288133138026,0.30962284345742963,11.947351214544462
3300.0,3.3,3.975487168763441,7.717106807269792,0.30962284345742963,12.002216819490663
3310.0,3.31,3.9875340995778763,7.760033746103513,0.30962284345742963,12.05719068913882
3320.0,3.32,3.9995810303923105,7.803068895056398,0.30962284345742963,12.112272768906138
3330.0,3.33,4.011627961206745,7.846212199737696,0.30962284345742963,12.16746300440187
3340.0,3.34,4.02367489202118,7.889463605947464,0.30962284345742963,12.222761341426073
3350.0,3.35,4.035721822835615,7.932823059675307,0.30962284345742963,12.278167725968352
3360.0,3.36,4.0477687536500495,7.976290507099167,0.30962284345742963,12.333682104206645
3370.0,3.37,4.059815684464485,8.019865894584099,0.30962284345742963,12.389304422506012
3380.0,3.38,4.071862615278919,8.063549168681071,0.30962284345742963,12.445034627417419
3390.0,3.39,4.083909546093354,8.107340276125765,0.30962284345742963,12.500872665676548
3400.0,3.4,4.095956476907788,8.1512391638374,0.30962284345742963,12.55681848420262
3410.0,3.41,4.108003407722223,8.195245778917563,0.30962284345742963,12.612872030097215
3420.0,3.42,4.120050338536657,8.239360068649034,0.30962284345742963,12.669033250643121
3430.0,3.43,4.1320972693510925,8.283581980494661,0.30962284345742963,12.725302093303183
3440.0,3.44,4.144144200165527,8.3279114620962,0.30962284345742963,12.781678505719157
3450.0,3.45,4.156191130979962,8.372348461273194,0.30962284345742963,12.838162435710586
3460.0,3.46,4.168238061794396,8.41689292602186,0.30962284345742963,12.894753831273686
3470.0,3.47,4.180284992608831,8.461544804513979,0.30962284345742963,12.95145264058024
3480.0,3.48,4.192331923423265,8.506304045095785,0.30962284345742963,13.008258811976479
3490.0,3.49,4.2043788542377,8.551170596286905,0.30962284345742963,13.065172293982034
3500.0,3.5,4.2164257850521345,8.596144406779253,0.30962284345742963,13.122193035288817
3510.0,3.51,4.22847271586657,8.64122542543598,0.30962284345742963,13.179320984759979
3520.0,3.52,4.240519646681004,8.686413601290408,0.30962284345742963,13.236556091428842
3530.0,3.53,4.252566577495439,8.731708883544986,0.30962284345742963,13.293898304497855
3540.0,3.54,4.264613508309874,8.777111221570248,0.30962284345742963,13.351347573337552
3550.0,3.55,4.276660439124308,8.822620564903781,0.30962284345742963,13.408903847485519
3560.0,3.56,4.288707369938743,8.868236863249207,0.30962284345742963,13.46656707664538
3570.0,3.57,4.300754300753177,8.91396006647517,0.30962284345742963,13.524337210685776
3580.0,3.58,4.3128012315676125,8.959790124614344,0.30962284345742963,13.582214199639385
3590.0,3.59,4.324848162382047,9.005726987862408,0.30962284345742963,13.640197993701884
3600.0,3.6,4.336895093196482,9.051770606577103,0.30962284345742963,13.698288543231014
3610.0,3.61,4.348942024010916,9.097920931277223,0.30962284345742963,13.756485798745569
3620.0,3.62,4.360988954825351,9.144177912641668,0.30962284345742963,13.814789710924448
3630.0,3.63,4.373035885639785,9.190541501508465,0.30962284345742963,13.87320023060568
3640.0,3.64,4.38508281645422,9.237011648873834,0.30962284345742963,13.931717308785483
3650.0,3.65,4.397129747268655,9.283588305891238,0.30962284345742963,13.990340896617322
3660.0,3.66,4.40917667808309,9.33027142387045,0.30962284345742963,14.049070945410968
3670.0,3.67,4.421223608897524,9.377060954276626,0.30962284345742963,14.107907406631579
3680.0,3.68,4.433270539711959,9.423956848729384,0.30962284345742963,14.166850231898772
3690.0,3.69,4.445317470526393,9.4709590590019,0.30962284345742963,14.225899372985722
3700.0,3.7,4.457364401340828,9.518067537020004,0.30962284345742963,14.28505478181826
3710.0,3.71,4.469411332155263,9.565282234861273,0.30962284345742963,14.344316410473965
3720.0,3.72,4.4814582629696975,9.612603104754161,0.30962284345742963,14.403684211181288
3730.0,3.73,4.493505193784133,9.660030099077112,0.30962284345742963,14.463158136318674
3740.0,3.74,4.505552124598567,9.707563170357684,0.30962284345742963,14.522738138413679
3750.0,3.75,4.517599055413002,9.755202271271688,0.30962284345742963,14.582424170142119
3760.0,3.76,4.529645986227436,9.802947354642335,0.30962284345742963,14.6422161843272
3770.0,3.77,4.541692917041871,9.850798373439373,0.30962284345742963,14.702114133938673
3780.0,3.78,4.553739847856305,9.898755280778259,0.30962284345742963,14.762117972091993
3790.0,3.79,4.5657867786707405,9.946818029919308,0.30962284345742963,14.822227652047477
3800.0,3.8,4.577833709485175,9.99498657426688,0.30962284345742963,14.882443127209484
3810.0,3.81,4.58988064029961,10.043260867368547,0.30962284345742963,14.942764351125586
3820.0,3.82,4.601927571114044,10.091640862914273,0.30962284345742963,15.003191277485747
3830.0,3.83,4.613974501928479,10.140126514735616,0.30962284345742963,15.063723860121524
3840.0,3.84,4.626021432742913,10.188717776804932,0.30962284345742963,15.124362053005274
3850.0,3.85,4.638068363557348,10.237414603234559,0.30962284345742963,15.185105810249336
3860.0,3.86,4.6501152943717825,10.286216948276042,0.30962284345742963,15.245955086105255
3870.0,3.87,4.662162225186218,10.335124766319353,0.30962284345742963,15.306909834963001
3880.0,3.88,4.674209156000652,10.384138011892102,0.30962284345742963,15.367970011350183
3890.0,3.89,4.686256086815087,10.433256639658786,0.30962284345742963,15.429135569931303
3900.0,3.9,4.698303017629522,10.48248060442001,0.30962284345742963,15.490406465506961
3910.0,3.91,4.710349948443956,10.531809861111736,0.30962284345742963,15.55178265301312
3920.0,3.92,4.722396879258391,10.581244364804537,0.30962284345742963,15.613264087520356
3930.0,3.93,4.734443810072825,10.63078407070284,0.30962284345742963,15.674850724233094
3940.0,3.94,4.7464907408872605,10.680428934144198,0.30962284345742963,15.736542518488887
3950.0,3.95,4.758537671701696,10.730178910598555,0.30962284345742963,15.79833942575768
3960.0,3.96,4.77058460251613,10.780033955667518,0.30962284345742963,15.860241401641076
3970.0,3.97,4.782631533330565,10.829994025083634,0.30962284345742963,15.922248401871627
3980.0,3.98,4.794678464144999,10.880059074709674,0.30962284345742963,15.984360382312103
3990.0,3.99,4.806725394959434,10.930229060537929,0.30962284345742963,16.046577298954794
4000.0,4.0,4.818772325773868,10.980503938689498,0.30962284345742963,16.108899107920795
