distance_m,FSPL_dB,gas_absorption_dB,total_loss_dB
1550.0,145.79905905779907,9.920000000000002,155.7190590577991
1560.0,145.85491706148247,9.984000000000002,155.83891706148248
1570.0,145.9104181425779,10.048000000000002,155.9584181425779
1580.0,145.96556683348172,10.112000000000002,156.0775668334817
1590.0,146.02036758080226,10.176000000000002,156.19636758080225
1600.0,146.07482474751174,10.240000000000002,156.31482474751175
1610.0,146.1289426150302,10.304000000000002,156.4329426150302
1620.0,146.18272538524587,10.368000000000002,156.55072538524587
1630.0,146.23617718247237,10.432,156.66817718247236
1640.0,146.2893020553472,10.496,156.78530205534722
1650.0,146.34210397867133,10.56,156.90210397867133
1660.0,146.39458685519435,10.624,157.01858685519434
1670.0,146.4467545173449,10.688,157.1347545173449
1680.0,146.49861072891048,10.752,157.2506107289105
1690.0,146.5501591866667,10.816,157.3661591866667
1700.0,146.60140352195873,10.88,157.48140352195873
1710.0,146.6523473022363,10.944,157.5963473022363
1720.0,146.7029940325442,11.008000000000001,157.71099403254422
1730.0,146.75334715696914,11.072000000000001,157.82534715696914
1740.0,146.80341006004522,11.136000000000001,157.93941006004522
1750.0,146.8531860681191,11.200000000000001,158.0531860681191
1760.0,146.9026784506762,11.264000000000001,158.16667845067622
1770.0,146.95189042162934,11.328000000000001,158.27989042162935
1780.0,147.00082514057112,11.392000000000001,158.39282514057112
1790.0,147.0494857139911,11.456000000000001,158.50548571399108
1800.0,147.09787519645937,11.520000000000001,158.61787519645938
1810.0,147.14599659177696,11.584000000000001,158.72999659177697
1820.0,147.1938528540947,11.648000000000001,158.8418528540947
1830.0,147.2414468890018,11.712000000000002,158.95344688900178
1840.0,147.28878155458398,11.776000000000002,159.064781554584
1850.0,147.33585966245352,11.840000000000002,159.17585966245352
1860.0,147.38268397875157,11.904000000000002,159.28668397875157
1870.0,147.4292572251232,11.968000000000002,159.39725722512318
1880.0,147.47558207966682,12.032,159.50758207966683
1890.0,147.5216611778581,12.096,159.6176611778581
1900.0,147.5674971134498,12.16,159.7274971134498
1910.0,147.61309243934778,12.224,159.83709243934777
1920.0,147.65844966846424,12.288,159.94644966846425
1930.0,147.70357127454872,12.352,160.05557127454873
1940.0,147.74845969299776,12.416,160.16445969299775
