distance_m,FSPL_dB,gas_absorption_dB,total_loss_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
1080.0,142.66090020413225,6.264,148.92490020413226,-69.91460024749244,1.0000000000000001e-11,735.6724570748166,1
1090.0,142.7409550532057,6.322,149.0629550532057,-70.0526550965659,1.0000000000000001e-11,712.6544672874343,1
1100.0,142.82027879755776,6.38,149.20027879755776,-70.18997884091795,1.0000000000000001e-11,690.4729016170138,1
1110.0,142.8988846701264,6.438000000000001,149.33688467012638,-70.32658471348657,1.0000000000000001e-11,669.0923301774255,1
1120.0,142.97678554779685,6.496,149.47278554779686,-70.46248559115705,1.0000000000000001e-11,648.4790721525586,1
1130.0,143.05399396406165,6.553999999999999,149.60799396406165,-70.59769400742184,1.0000000000000001e-11,628.6010804730399,1
1140.0,143.13052212112268,6.611999999999999,149.74252212112268,-70.73222216448286,1.0000000000000001e-11,609.4278665357734,1
1150.0,143.20638190146548,6.669999999999999,149.87638190146546,-70.86608194482565,1.0000000000000001e-11,590.9303976943534,1
1160.0,143.2815848789316,6.728,150.0095848789316,-70.99928492229179,1.0000000000000001e-11,573.081031588873,1
1170.0,143.35614232931647,6.786,150.14214232931647,-71.13184237267666,1.0000000000000001e-11,555.8534296534585,1
1180.0,143.43006524051577,6.843999999999999,150.27406524051577,-71.26376528387595,1.0000000000000001e-11,539.2224914460706,1
1190.0,143.50336432224384,6.901999999999999,150.40536432224383,-71.39506436560401,1.0000000000000001e-11,523.1642889783013,1
1200.0,143.57605001534574,6.96,150.53605001534575,-71.52575005870594,1.0000000000000001e-11,507.65599784174213,1
1210.0,143.64813250072223,7.018,150.66613250072223,-71.65583254408241,1.0000000000000001e-11,492.67584915662013,1
1220.0,143.71962170788822,7.076,150.79562170788822,-71.7853217512484,1.0000000000000001e-11,478.2030639015861,1
1230.0,143.7905273231812,7.1339999999999995,150.9245273231812,-71.91422736654138,1.0000000000000001e-11,464.2178032606326,1
1240.0,143.86085879763795,7.192,151.05285879763795,-72.04255884099814,1.0000000000000001e-11,450.701128580288,1
1250.0,143.93062535455437,7.25,151.18062535455437,-72.17032539791455,1.0000000000000001e-11,437.63494210625106,1
1260.0,143.99983599674448,7.308,151.30783599674447,-72.29753604010466,1.0000000000000001e-11,425.00195334743415,1
1270.0,144.0684995135124,7.366,151.43449951351238,-72.42419955687257,1.0000000000000001e-11,412.78563422801267,1
1280.0,144.13662448735062,7.4239999999999995,151.56062448735062,-72.55032453071081,1.0000000000000001e-11,400.9701822480386,1
1290.0,144.2042193003782,7.482,151.6862193003782,-72.6759193437384,1.0000000000000001e-11,389.54048204233993,1
1300.0,144.27129214052997,7.54,151.81129214052996,-72.80099218389014,1.0000000000000001e-11,378.4820733462707,1
1310.0,144.3378510075085,7.598,151.93585100750852,-72.9255510508687,1.0000000000000001e-11,367.7811173597477,1
1320.0,144.40390371851026,7.656,152.05990371851027,-73.04960376187046,1.0000000000000001e-11,357.42436631471156,1
1330.0,144.46945791373497,7.714,152.18345791373497,-73.17315795709516,1.0000000000000001e-11,347.3991378477271,1
1340.0,144.53452106168942,7.772,152.3065210616894,-73.2962211050496,1.0000000000000001e-11,337.6932829657296,1
1350.0,144.59910046429337,7.83,152.42910046429338,-73.41880050765357,1.0000000000000001e-11,328.29516202033636,1
1360.0,144.6632032617976,7.888,152.5512032617976,-73.5409033051578,1.0000000000000001e-11,319.19362068215753,1
1370.0,144.7268364375214,7.946000000000001,152.6728364375214,-73.66253648088158,1.0000000000000001e-11,310.3779675168191,1
1380.0,144.79000682241798,8.004,152.79400682241797,-73.78370686577816,1.0000000000000001e-11,301.8379531626993,1
1390.0,144.85272109947516,8.062,152.91472109947517,-73.90442114283536,1.0000000000000001e-11,293.5637463052371,1
1400.0,144.91498580795798,8.12,153.03498580795798,-74.02468585131817,1.0000000000000001e-11,285.5459144563799,1
1410.0,144.97680734750082,8.177999999999999,153.15480734750082,-74.14450739086101,1.0000000000000001e-11,277.775409539171,1
1420.0,145.03819198205434,8.235999999999999,153.27419198205433,-74.26389202541452,1.0000000000000001e-11,270.24354706548337,1
1430.0,145.0991458436945,8.293999999999999,153.3931458436945,-74.38284588705469,1.0000000000000001e-11,262.9419901188921,1
1440.0,145.15967493629825,8.352,153.51167493629825,-74.50137497965844,1.0000000000000001e-11,255.8627349392607,1
1450.0,145.21978513909272,8.41,153.62978513909272,-74.6194851824529,1.0000000000000001e-11,248.9980917021867,1
1460.0,145.279482210082,8.468,153.74748221008198,-74.73718225344217,1.0000000000000001e-11,242.34067330701325,1
1470.0,145.33877178935677,8.526,153.86477178935678,-74.85447183271697,1.0000000000000001e-11,235.8833857665533,1
1480.0,145.3976594022924,8.584,153.9816594022924,-74.97135944565258,1.0000000000000001e-11,229.6194073848216,1
1490.0,145.45615046263873,8.642,154.09815046263873,-75.08785050599892,1.0000000000000001e-11,223.5421823501849,1
1500.0,145.51425027550687,8.7,154.21425027550686,-75.20395031886704,1.0000000000000001e-11,217.64540631994583,1
