distance_m,alpha_Np_per_m,path_loss_dB,Pr_dBm,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
1340.0,1.4049629462081452,16352.700922023692,-16322.700922023692,-16183.700922023692,0.001,0.0,1
1350.0,1.4049629462081452,16474.736003531332,-16444.736003531332,-16305.736003531332,0.001,0.0,1
1360.0,1.4049629462081452,16596.77108503897,-16566.77108503897,-16427.77108503897,0.001,0.0,1
1370.0,1.4049629462081452,16718.806166546612,-16688.806166546612,-16549.806166546612,0.001,0.0,1
1380.0,1.4049629462081452,16840.84124805425,-16810.84124805425,-16671.84124805425,0.001,0.0,1
1390.0,1.4049629462081452,16962.876329561892,-16932.876329561892,-16793.876329561892,0.001,0.0,1
1400.0,1.4049629462081452,17084.91141106953,-17054.91141106953,-16915.91141106953,0.001,0.0,1
1410.0,1.4049629462081452,17206.946492577168,-17176.946492577168,-17037.946492577168,0.001,0.0,1
1420.0,1.4049629462081452,17328.98157408481,-17298.98157408481,-17159.98157408481,0.001,0.0,1
1430.0,1.4049629462081452,17451.016655592448,-17421.016655592448,-17282.016655592448,0.001,0.0,1
1440.0,1.4049629462081452,17573.05173710009,-17543.05173710009,-17404.05173710009,0.001,0.0,1
1450.0,1.4049629462081452,17695.086818607728,-17665.086818607728,-17526.086818607728,0.001,0.0,1
1460.0,1.4049629462081452,17817.121900115366,-17787.121900115366,-17648.121900115366,0.001,0.0,1
1470.0,1.4049629462081452,17939.156981623008,-17909.156981623008,-17770.156981623008,0.001,0.0,1
1480.0,1.4049629462081452,18061.192063130646,-18031.192063130646,-17892.192063130646,0.001,0.0,1
1490.0,1.4049629462081452,18183.227144638284,-18153.227144638284,-18014.227144638284,0.001,0.0,1
1500.0,1.4049629462081452,18305.262226145926,-18275.262226145926,-18136.262226145926,0.001,0.0,1
1510.0,1.4049629462081452,18427.297307653564,-18397.297307653564,-18258.297307653564,0.001,0.0,1
1520.0,1.4049629462081452,18549.332389161205,-18519.332389161205,-18380.332389161205,0.001,0.0,1
1530.0,1.4049629462081452,18671.367470668843,-18641.367470668843,-18502.367470668843,0.001,0.0,1
1540.0,1.4049629462081452,18793.40255217648,-18763.40255217648,-18624.40255217648,0.001,0.0,1
1550.0,1.4049629462081452,18915.437633684123,-18885.437633684123,-18746.437633684123,0.001,0.0,1
1560.0,1.4049629462081452,19037.47271519176,-19007.47271519176,-18868.47271519176,0.001,0.0,1
1570.0,1.4049629462081452,19159.507796699403,-19129.507796699403,-18990.507796699403,0.001,0.0,1
1580.0,1.4049629462081452,19281.54287820704,-19251.54287820704,-19112.54287820704,0.001,0.0,1
1590.0,1.4049629462081452,19403.57795971468,-19373.57795971468,-19234.57795971468,0.001,0.0,1
1600.0,1.4049629462081452,19525.61304122232,-19495.61304122232,-19356.61304122232,0.001,0.0,1
1610.0,1.4049629462081452,19647.64812272996,-19617.64812272996,-19478.64812272996,0.001,0.0,1
1620.0,1.4049629462081452,19769.683204237597,-19739.683204237597,-19600.683204237597,0.001,0.0,1
1630.0,1.4049629462081452,19891.71828574524,-19861.71828574524,-19722.71828574524,0.001,0.0,1
1640.0,1.4049629462081452,20013.753367252877,-19983.753367252877,-19844.753367252877,0.001,0.0,1
1650.0,1.4049629462081452,20135.78844876052,-20105.78844876052,-19966.78844876052,0.001,0.0,1
1660.0,1.4049629462081452,20257.823530268157,-20227.823530268157,-20088.823530268157,0.001,0.0,1
1670.0,1.4049629462081452,20379.858611775795,-20349.858611775795,-20210.858611775795,0.001,0.0,1
1680.0,1.4049629462081452,20501.893693283437,-20471.893693283437,-20332.893693283437,0.001,0.0,1
1690.0,1.4049629462081452,20623.928774791075,-20593.928774791075,-20454.928774791075,0.001,0.0,1
1700.0,1.4049629462081452,20745.963856298717,-20715.963856298717,-20576.963856298717,0.001,0.0,1
1710.0,1.4049629462081452,20867.998937806355,-20837.998937806355,-20698.998937806355,0.001,0.0,1
1720.0,1.4049629462081452,20990.034019313993,-20960.034019313993,-20821.034019313993,0.001,0.0,1
1730.0,1.4049629462081452,21112.069100821634,-21082.069100821634,-20943.069100821634,0.001,0.0,1
1740.0,1.4049629462081452,21234.104182329273,-21204.104182329273,-21065.104182329273,0.001,0.0,1
1750.0,1.4049629462081452,21356.139263836914,-21326.139263836914,-21187.139263836914,0.001,0.0,1
1760.0,1.4049629462081452,21478.174345344552,-21448.174345344552,-21309.174345344552,0.001,0.0,1
1770.0,1.4049629462081452,21600.20942685219,-21570.20942685219,-21431.20942685219,0.001,0.0,1
1780.0,1.4049629462081452,21722.244508359832,-21692.244508359832,-21553.244508359832,0.001,0.0,1
1790.0,1.4049629462081452,21844.27958986747,-21814.27958986747,-21675.27958986747,0.001,0.0,1
1800.0,1.4049629462081452,21966.31467137511,-21936.31467137511,-21797.31467137511,0.001,0.0,1
1810.0,1.4049629462081452,22088.34975288275,-22058.34975288275,-21919.34975288275,0.001,0.0,1
1820.0,1.4049629462081452,22210.38483439039,-22180.38483439039,-22041.38483439039,0.001,0.0,1
1830.0,1.4049629462081452,22332.41991589803,-22302.41991589803,-22163.41991589803,0.001,0.0,1
1840.0,1.4049629462081452,22454.454997405668,-22424.454997405668,-22285.454997405668,0.001,0.0,1
1850.0,1.4049629462081452,22576.490078913306,-22546.490078913306,-22407.490078913306,0.001,0.0,1
1860.0,1.4049629462081452,22698.525160420948,-22668.525160420948,-22529.525160420948,0.001,0.0,1
