distance_m,FSPL_dB,path_loss_dB,Pr_dBm,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
10.0,101.99020831627662,1101.9902083162767,-1101.9902083162767,-1013.9902083162767,1e-10,0.0,1
20.0,108.01080822955625,2108.0108082295565,-2108.0108082295565,-2020.0108082295565,1e-10,0.0,1
30.0,111.53263341066987,3111.53263341067,-3111.53263341067,-3023.53263341067,1e-10,0.0,1
40.0,114.03140814283587,4114.031408142836,-4114.031408142836,-4026.031408142836,1e-10,0.0,1
50.0,115.969608402997,5115.969608402997,-5115.969608402997,-5027.969608402997,1e-10,0.0,1
60.0,117.5532333239495,6117.55323332395,-6117.55323332395,-6029.55323332395,1e-10,0.0,1
70.0,118.89216911656176,7118.8921691165615,-7118.8921691165615,-7030.8921691165615,1e-10,0.0,1
80.0,120.0520080561155,8120.0520080561155,-8120.0520080561155,-8032.0520080561155,1e-10,0.0,1
90.0,121.07505850506313,9121.075058505063,-9121.075058505063,-9033.075058505063,1e-10,0.0,1
100.0,121.99020831627662,10121.990208316276,-10121.990208316276,-10033.990208316276,1e-10,0.0,1
110.0,122.81806201944113,11122.818062019442,-11122.818062019442,-11034.818062019442,1e-10,0.0,1
120.0,123.57383323722912,12123.57383323723,-12123.57383323723,-12035.57383323723,1e-10,0.0,1
130.0,124.26907536241336,13124.269075362414,-13124.269075362414,-13036.269075362414,1e-10,0.0,1
140.0,124.91276902984139,14124.912769029841,-14124.912769029841,-14036.912769029841,1e-10,0.0,1
150.0,125.51203349739025,15125.51203349739,-15125.51203349739,-15037.51203349739,1e-10,0.0,1
160.0,126.07260796939512,16126.072607969396,-16126.072607969396,-16038.072607969396,1e-10,0.0,1
170.0,126.5991867438421,17126.599186743842,-17126.599186743842,-17038.599186743842,1e-10,0.0,1
180.0,127.09565841834275,18127.095658418344,-18127.095658418344,-18039.095658418344,1e-10,0.0,1
190.0,127.5652803353332,19127.565280335333,-19127.565280335333,-19039.565280335333,1e-10,0.0,1
200.0,128.01080822955623,20128.010808229556,-20128.010808229556,-20040.010808229556,1e-10,0.0,1
210.0,128.434594210955,21128.434594210954,-21128.434594210954,-21040.434594210954,1e-10,0.0,1
220.0,128.83866193272075,22128.83866193272,-22128.83866193272,-22040.83866193272,1e-10,0.0,1
230.0,129.22476503662847,23129.22476503663,-23129.22476503663,-23041.22476503663,1e-10,0.0,1
240.0,129.59443315050873,24129.59443315051,-24129.59443315051,-24041.59443315051,1e-10,0.0,1
250.0,129.94900848971736,25129.94900848972,-25129.94900848972,-25041.94900848972,1e-10,0.0,1
260.0,130.28967527569299,26130.289675275693,-26130.289675275693,-26042.289675275693,1e-10,0.0,1
270.0,130.61748359945636,27130.617483599457,-27130.617483599457,-27042.617483599457,1e-10,0.0,1
280.0,130.933368943121,28130.933368943122,-28130.933368943122,-28042.933368943122,1e-10,0.0,1
290.0,131.23816827425574,29131.238168274256,-29131.238168274256,-29043.238168274256,1e-10,0.0,1
300.0,131.53263341066986,30131.53263341067,-30131.53263341067,-30043.53263341067,1e-10,0.0,1
310.0,131.8174421929621,31131.81744219296,-31131.81744219296,-31043.81744219296,1e-10,0.0,1
320.0,132.09320788267473,32132.093207882674,-32132.093207882674,-32044.093207882674,1e-10,0.0,1
330.0,132.36048711383438,33132.36048711384,-33132.36048711384,-33044.36048711384,1e-10,0.0,1
340.0,132.61978665712172,34132.619786657124,-34132.619786657124,-34044.619786657124,1e-10,0.0,1
350.0,132.87156920328212,35132.871569203286,-35132.871569203286,-35044.871569203286,1e-10,0.0,1
360.0,133.11625833162236,36133.116258331625,-36133.116258331625,-36045.116258331625,1e-10,0.0,1
370.0,133.3542427976165,37133.35424279761,-37133.35424279761,-37045.35424279761,1e-10,0.0,1
380.0,133.58588024861282,38133.58588024861,-38133.58588024861,-38045.58588024861,1e-10,0.0,1
390.0,133.8115004568066,39133.81150045681,-39133.81150045681,-39045.81150045681,1e-10,0.0,1
400.0,134.03140814283586,40134.03140814284,-40134.03140814284,-40046.03140814284,1e-10,0.0,1
410.0,134.24588545067132,41134.24588545067,-41134.24588545067,-41046.24588545067,1e-10,0.0,1
420.0,134.45519412423462,42134.45519412423,-42134.45519412423,-42046.45519412423,1e-10,0.0,1
430.0,134.65957742786836,43134.65957742787,-43134.65957742787,-43046.65957742787,1e-10,0.0,1
440.0,134.85926184600038,44134.859261846,-44134.859261846,-44046.859261846,1e-10,0.0,1
450.0,135.0544585917835,45135.05445859178,-45135.05445859178,-45047.05445859178,1e-10,0.0,1
460.0,135.2453649499081,46135.24536494991,-46135.24536494991,-46047.24536494991,1e-10,0.0,1
470.0,135.43216547499097,47135.43216547499,-47135.43216547499,-47047.43216547499,1e-10,0.0,1
480.0,135.61503306378836,48135.61503306379,-48135.61503306379,-48047.61503306379,1e-10,0.0,1
490.0,135.79412991684688,49135.794129916845,-49135.794129916845,-49047.794129916845,1e-10,0.0,1
500.0,135.96960840299698,50135.969608403,-50135.969608403,-50047.969608403,1e-10,0.0,1
510.0,136.14161183823535,51136.14161183823,-51136.14161183823,-51048.14161183823,1e-10,0.0,1
520.0,136.3102751889726,52136.310275188975,-52136.310275188975,-52048.310275188975,1e-10,0.0,1
530.0,136.4757257082924,53136.47572570829,-53136.47572570829,-53048.47572570829,1e-10,0.0,1
540.0,136.638083512736,54136.638083512735,-54136.638083512735,-54048.638083512735,1e-10,0.0,1
550.0,136.7974621061615,55136.79746210616,-55136.79746210616,-55048.79746210616,1e-10,0.0,1
560.0,136.95396885640062,56136.953968856404,-56136.953968856404,-56048.953968856404,1e-10,0.0,1
570.0,137.10770542972645,57137.10770542973,-57137.10770542973,-57049.10770542973,1e-10,0.0,1
580.0,137.25876818753537,58137.25876818754,-58137.25876818754,-58049.25876818754,1e-10,0.0,1
590.0,137.40724854911952,59137.40724854912,-59137.40724854912,-59049.40724854912,1e-10,0.0,1
600.0,137.55323332394948,60137.553233323946,-60137.553233323946,-60049.553233323946,1e-10,0.0,1
610.0,137.69680501649196,61137.696805016494,-61137.696805016494,-61049.696805016494,1e-10,0.0,1
620.0,137.83804210624172,62137.83804210624,-62137.83804210624,-62049.83804210624,1e-10,0.0,1
630.0,137.97701930534825,63137.97701930535,-63137.97701930535,-63049.97701930535,1e-10,0.0,1
640.0,138.11380779595436,64138.113807795955,-64138.113807795955,-64050.113807795955,1e-10,0.0,1
650.0,138.24847544913374,65138.24847544913,-65138.24847544913,-65050.24847544913,1e-10,0.0,1
660.0,138.381087027114,66138.38108702711,-66138.38108702711,-66050.38108702711,1e-10,0.0,1
670.0,138.51170437029316,67138.51170437029,-67138.51170437029,-67050.51170437029,1e-10,0.0,1
680.0,138.64038657040135,68138.6403865704,-68138.6403865704,-68050.6403865704,1e-10,0.0,1
690.0,138.76719013102172,69138.76719013102,-69138.76719013102,-69050.76719013102,1e-10,0.0,1
700.0,138.89216911656175,70138.89216911656,-70138.89216911656,-70050.89216911656,1e-10,0.0,1
710.0,139.01537529065814,71139.01537529066,-71139.01537529066,-71051.01537529066,1e-10,0.0,1
720.0,139.136858244902,72139.1368582449,-72139.1368582449,-72051.1368582449,1e-10,0.0,1
730.0,139.25666551868574,73139.25666551868,-73139.25666551868,-73051.25666551868,1e-10,0.0,1
740.0,139.37484271089613,74139.3748427109,-74139.3748427109,-74051.3748427109,1e-10,0.0,1
750.0,139.4914335841106,75139.49143358412,-75139.49143358412,-75051.49143358412,1e-10,0.0,1
760.0,139.60648016189245,76139.60648016189,-76139.60648016189,-76051.60648016189,1e-10,0.0,1
770.0,139.72002281972627,77139.72002281973,-77139.72002281973,-77051.72002281973,1e-10,0.0,1
780.0,139.83210037008624,78139.83210037008,-78139.83210037008,-78051.83210037008,1e-10,0.0,1
790.0,139.94275014208546,79139.94275014209,-79139.94275014209,-79051.94275014209,1e-10,0.0,1
800.0,140.05200805611548,80140.05200805611,-80140.05200805611,-80052.05200805611,1e-10,0.0,1
810.0,140.15990869384962,81140.15990869385,-81140.15990869385,-81052.15990869385,1e-10,0.0,1
820.0,140.26648536395095,82140.26648536396,-82140.26648536396,-82052.26648536396,1e-10,0.0,1
830.0,140.3717701637981,83140.3717701638,-83140.3717701638,-83052.3717701638,1e-10,0.0,1
840.0,140.47579403751425,84140.47579403751,-84140.47579403751,-84052.47579403751,1e-10,0.0,1
850.0,140.57858683056247,85140.57858683057,-85140.57858683057,-85052.57858683057,1e-10,0.0,1
860.0,140.68017734114795,86140.68017734114,-86140.68017734114,-86052.68017734114,1e-10,0.0,1
870.0,140.780593368649,87140.78059336865,-87140.78059336865,-87052.78059336865,1e-10,0.0,1
880.0,140.87986175928,88140.87986175928,-88140.87986175928,-88052.87986175928,1e-10,0.0,1
890.0,140.9780084491749,89140.97800844918,-89140.97800844918,-89052.97800844918,1e-10,0.0,1
900.0,141.0750585050631,90141.07505850507,-90141.07505850507,-90053.07505850507,1e-10,0.0,1
910.0,141.1710361626985,91141.1710361627,-91141.1710361627,-91053.1710361627,1e-10,0.0,1
920.0,141.26596486318772,92141.26596486318,-92141.26596486318,-92053.26596486318,1e-10,0.0,1
930.0,141.35986728735534,93141.35986728735,-93141.35986728735,-93053.35986728735,1e-10,0.0,1
940.0,141.4527653882706,94141.45276538827,-94141.45276538827,-94053.45276538827,1e-10,0.0,1
950.0,141.54468042205357,95141.54468042206,-95141.54468042206,-95053.54468042206,1e-10,0.0,1
960.0,141.63563297706798,96141.63563297706,-96141.63563297706,-96053.63563297706,1e-10,0.0,1
970.0,141.72564300160153,97141.7256430016,-97141.7256430016,-97053.7256430016,1e-10,0.0,1
980.0,141.8147298301265,98141.81472983013,-98141.81472983013,-98053.81472983013,1e-10,0.0,1
990.0,141.90291220822763,99141.90291220823,-99141.90291220823,-99053.90291220823,1e-10,0.0,1
1000.0,141.9902083162766,100141.99020831627,-100141.99020831627,-100053.99020831627,1e-10,0.0,1
1010.0,142.07663579192948,101142.07663579193,-101142.07663579193,-101054.07663579193,1e-10,0.0,1
1020.0,142.16221175151497,102142.16221175152,-102142.16221175152,-102054.16221175152,1e-10,0.0,1
1030.0,142.24695281038007,103142.24695281038,-103142.24695281038,-103054.24695281038,1e-10,0.0,1
1040.0,142.33087510225224,104142.33087510226,-104142.33087510226,-104054.33087510226,1e-10,0.0,1
1050.0,142.41399429767537,105142.41399429768,-105142.41399429768,-105054.41399429768,1e-10,0.0,1
1060.0,142.49632562157203,106142.49632562157,-106142.49632562157,-106054.49632562157,1e-10,0.0,1
1070.0,142.5778838699808,107142.57788386998,-107142.57788386998,-107054.57788386998,1e-10,0.0,1
1080.0,142.6586834260156,108142.65868342601,-108142.65868342601,-108054.65868342601,1e-10,0.0,1
1090.0,142.7387382750891,109142.73873827509,-109142.73873827509,-109054.73873827509,1e-10,0.0,1
1100.0,142.81806201944113,110142.81806201945,-110142.81806201945,-110054.81806201945,1e-10,0.0,1
1110.0,142.89666789200976,111142.89666789201,-111142.89666789201,-111054.89666789201,1e-10,0.0,1
1120.0,142.97456876968025,112142.97456876968,-112142.97456876968,-112054.97456876968,1e-10,0.0,1
1130.0,143.051777185945,113143.05177718594,-113143.05177718594,-113055.05177718594,1e-10,0.0,1
1140.0,143.12830534300608,114143.12830534301,-114143.12830534301,-114055.12830534301,1e-10,0.0,1
1150.0,143.20416512334884,115143.20416512334,-115143.20416512334,-115055.20416512334,1e-10,0.0,1
1160.0,143.279368100815,116143.27936810082,-116143.27936810082,-116055.27936810082,1e-10,0.0,1
1170.0,143.35392555119986,117143.3539255512,-117143.3539255512,-117055.3539255512,1e-10,0.0,1
1180.0,143.42784846239914,118143.4278484624,-118143.4278484624,-118055.4278484624,1e-10,0.0,1
1190.0,143.50114754412724,119143.50114754413,-119143.50114754413,-119055.50114754413,1e-10,0.0,1
1200.0,143.5738332372291,120143.57383323723,-120143.57383323723,-120055.57383323723,1e-10,0.0,1
1210.0,143.64591572260562,121143.6459157226,-121143.6459157226,-121055.6459157226,1e-10,0.0,1
1220.0,143.7174049297716,122143.71740492978,-122143.71740492978,-122055.71740492978,1e-10,0.0,1
1230.0,143.78831054506458,123143.78831054506,-123143.78831054506,-123055.78831054506,1e-10,0.0,1
1240.0,143.85864201952134,124143.85864201952,-124143.85864201952,-124055.85864201952,1e-10,0.0,1
1250.0,143.92840857643773,125143.92840857644,-125143.92840857644,-125055.92840857644,1e-10,0.0,1
1260.0,143.99761921862788,126143.99761921863,-126143.99761921863,-126055.99761921863,1e-10,0.0,1
1270.0,144.06628273539576,127144.0662827354,-127144.0662827354,-127056.0662827354,1e-10,0.0,1
1280.0,144.13440770923398,128144.13440770924,-128144.13440770924,-128056.13440770924,1e-10,0.0,1
