distance_m,extinction_per_m,path_loss_dB,Pr_dBm,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
2970.0,1.0,12899.71,-12889.71,-12790.71,1e-09,0.0,1
2980.0,1.0,12943.14,-12933.14,-12834.14,1e-09,0.0,1
2990.0,1.0,12986.57,-12976.57,-12877.57,1e-09,0.0,1
3000.0,1.0,13030.0,-13020.0,-12921.0,1e-09,0.0,1
3010.0,1.0,13073.43,-13063.43,-12964.43,1e-09,0.0,1
3020.0,1.0,13116.86,-13106.86,-13007.86,1e-09,0.0,1
3030.0,1.0,13160.289999999999,-13150.289999999999,-13051.289999999999,1e-09,0.0,1
3040.0,1.0,13203.72,-13193.72,-13094.72,1e-09,0.0,1
3050.0,1.0,13247.15,-13237.15,-13138.15,1e-09,0.0,1
3060.0,1.0,13290.58,-13280.58,-13181.58,1e-09,0.0,1
3070.0,1.0,13334.01,-13324.01,-13225.01,1e-09,0.0,1
3080.0,1.0,13377.44,-13367.44,-13268.44,1e-09,0.0,1
3090.0,1.0,13420.87,-13410.87,-13311.87,1e-09,0.0,1
3100.0,1.0,13464.3,-13454.3,-13355.3,1e-09,0.0,1
3110.0,1.0,13507.73,-13497.73,-13398.73,1e-09,0.0,1
3120.0,1.0,13551.16,-13541.16,-13442.16,1e-09,0.0,1
3130.0,1.0,13594.59,-13584.59,-13485.59,1e-09,0.0,1
3140.0,1.0,13638.02,-13628.02,-13529.02,1e-09,0.0,1
3150.0,1.0,13681.45,-13671.45,-13572.45,1e-09,0.0,1
3160.0,1.0,13724.88,-13714.88,-13615.88,1e-09,0.0,1
3170.0,1.0,13768.31,-13758.31,-13659.31,1e-09,0.0,1
3180.0,1.0,13811.74,-13801.74,-13702.74,1e-09,0.0,1
3190.0,1.0,13855.17,-13845.17,-13746.17,1e-09,0.0,1
3200.0,1.0,13898.6,-13888.6,-13789.6,1e-09,0.0,1
3210.0,1.0,13942.03,-13932.03,-13833.03,1e-09,0.0,1
3220.0,1.0,13985.46,-13975.46,-13876.46,1e-09,0.0,1
3230.0,1.0,14028.89,-14018.89,-13919.89,1e-09,0.0,1
3240.0,1.0,14072.32,-14062.32,-13963.32,1e-09,0.0,1
3250.0,1.0,14115.75,-14105.75,-14006.75,1e-09,0.0,1
3260.0,1.0,14159.18,-14149.18,-14050.18,1e-09,0.0,1
3270.0,1.0,14202.61,-14192.61,-14093.61,1e-09,0.0,1
3280.0,1.0,14246.039999999999,-14236.039999999999,-14137.039999999999,1e-09,0.0,1
3290.0,1.0,14289.47,-14279.47,-14180.47,1e-09,0.0,1
3300.0,1.0,14332.9,-14322.9,-14223.9,1e-09,0.0,1
3310.0,1.0,14376.33,-14366.33,-14267.33,1e-09,0.0,1
3320.0,1.0,14419.76,-14409.76,-14310.76,1e-09,0.0,1
3330.0,1.0,14463.19,-14453.19,-14354.19,1e-09,0.0,1
3340.0,1.0,14506.62,-14496.62,-14397.62,1e-09,0.0,1
3350.0,1.0,14550.05,-14540.05,-14441.05,1e-09,0.0,1
3360.0,1.0,14593.48,-14583.48,-14484.48,1e-09,0.0,1
3370.0,1.0,14636.91,-14626.91,-14527.91,1e-09,0.0,1
3380.0,1.0,14680.34,-14670.34,-14571.34,1e-09,0.0,1
3390.0,1.0,14723.77,-14713.77,-14614.77,1e-09,0.0,1
3400.0,1.0,14767.2,-14757.2,-14658.2,1e-09,0.0,1
3410.0,1.0,14810.63,-14800.63,-14701.63,1e-09,0.0,1
3420.0,1.0,14854.06,-14844.06,-14745.06,1e-09,0.0,1
3430.0,1.0,14897.49,-14887.49,-14788.49,1e-09,0.0,1
3440.0,1.0,14940.92,-14930.92,-14831.92,1e-09,0.0,1
3450.0,1.0,14984.35,-14974.35,-14875.35,1e-09,0.0,1
3460.0,1.0,15027.78,-15017.78,-14918.78,1e-09,0.0,1
3470.0,1.0,15071.21,-15061.21,-14962.21,1e-09,0.0,1
3480.0,1.0,15114.64,-15104.64,-15005.64,1e-09,0.0,1
3490.0,1.0,15158.07,-15148.07,-15049.07,1e-09,0.0,1
3500.0,1.0,15201.5,-15191.5,-15092.5,1e-09,0.0,1
3510.0,1.0,15244.93,-15234.93,-15135.93,1e-09,0.0,1
3520.0,1.0,15288.36,-15278.36,-15179.36,1e-09,0.0,1
3530.0,1.0,15331.789999999999,-15321.789999999999,-15222.789999999999,1e-09,0.0,1
3540.0,1.0,15375.22,-15365.22,-15266.22,1e-09,0.0,1
3550.0,1.0,15418.65,-15408.65,-15309.65,1e-09,0.0,1
3560.0,1.0,15462.08,-15452.08,-15353.08,1e-09,0.0,1
3570.0,1.0,15505.51,-15495.51,-15396.51,1e-09,0.0,1
3580.0,1.0,15548.94,-15538.94,-15439.94,1e-09,0.0,1
3590.0,1.0,15592.37,-15582.37,-15483.37,1e-09,0.0,1
3600.0,1.0,15635.8,-15625.8,-15526.8,1e-09,0.0,1
3610.0,1.0,15679.23,-15669.23,-15570.23,1e-09,0.0,1
3620.0,1.0,15722.66,-15712.66,-15613.66,1e-09,0.0,1
3630.0,1.0,15766.09,-15756.09,-15657.09,1e-09,0.0,1
3640.0,1.0,15809.52,-15799.52,-15700.52,1e-09,0.0,1
3650.0,1.0,15852.95,-15842.95,-15743.95,1e-09,0.0,1
3660.0,1.0,15896.38,-15886.38,-15787.38,1e-09,0.0,1
3670.0,1.0,15939.81,-15929.81,-15830.81,1e-09,0.0,1
3680.0,1.0,15983.24,-15973.24,-15874.24,1e-09,0.0,1
3690.0,1.0,16026.67,-16016.67,-15917.67,1e-09,0.0,1
3700.0,1.0,16070.1,-16060.1,-15961.1,1e-09,0.0,1
