distance_m,extinction_per_m,path_loss_dB,Pr_dBm,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
3220.0,0.5,6993.23,-6983.23,-6884.23,1e-09,0.0,1
3230.0,0.5,7014.945,-7004.945,-6905.945,1e-09,0.0,1
3240.0,0.5,7036.66,-7026.66,-6927.66,1e-09,0.0,1
3250.0,0.5,7058.375,-7048.375,-6949.375,1e-09,0.0,1
3260.0,0.5,7080.09,-7070.09,-6971.09,1e-09,0.0,1
3270.0,0.5,7101.805,-7091.805,-6992.805,1e-09,0.0,1
3280.0,0.5,7123.5199999999995,-7113.5199999999995,-7014.5199999999995,1e-09,0.0,1
3290.0,0.5,7145.235,-7135.235,-7036.235,1e-09,0.0,1
3300.0,0.5,7166.95,-7156.95,-7057.95,1e-09,0.0,1
3310.0,0.5,7188.665,-7178.665,-7079.665,1e-09,0.0,1
3320.0,0.5,7210.38,-7200.38,-7101.38,1e-09,0.0,1
3330.0,0.5,7232.095,-7222.095,-7123.095,1e-09,0.0,1
3340.0,0.5,7253.81,-7243.81,-7144.81,1e-09,0.0,1
3350.0,0.5,7275.525,-7265.525,-7166.525,1e-09,0.0,1
3360.0,0.5,7297.24,-7287.24,-7188.24,1e-09,0.0,1
3370.0,0.5,7318.955,-7308.955,-7209.955,1e-09,0.0,1
3380.0,0.5,7340.67,-7330.67,-7231.67,1e-09,0.0,1
3390.0,0.5,7362.385,-7352.385,-7253.385,1e-09,0.0,1
3400.0,0.5,7384.1,-7374.1,-7275.1,1e-09,0.0,1
3410.0,0.5,7405.815,-7395.815,-7296.815,1e-09,0.0,1
3420.0,0.5,7427.53,-7417.53,-7318.53,1e-09,0.0,1
3430.0,0.5,7449.245,-7439.245,-7340.245,1e-09,0.0,1
3440.0,0.5,7470.96,-7460.96,-7361.96,1e-09,0.0,1
3450.0,0.5,7492.675,-7482.675,-7383.675,1e-09,0.0,1
3460.0,0.5,7514.39,-7504.39,-7405.39,1e-09,0.0,1
3470.0,0.5,7536.105,-7526.105,-7427.105,1e-09,0.0,1
3480.0,0.5,7557.82,-7547.82,-7448.82,1e-09,0.0,1
3490.0,0.5,7579.535,-7569.535,-7470.535,1e-09,0.0,1
3500.0,0.5,7601.25,-7591.25,-7492.25,1e-09,0.0,1
3510.0,0.5,7622.965,-7612.965,-7513.965,1e-09,0.0,1
3520.0,0.5,7644.68,-7634.68,-7535.68,1e-09,0.0,1
3530.0,0.5,7666.3949999999995,-7656.3949999999995,-7557.3949999999995,1e-09,0.0,1
3540.0,0.5,7688.11,-7678.11,-7579.11,1e-09,0.0,1
3550.0,0.5,7709.825,-7699.825,-7600.825,1e-09,0.0,1
3560.0,0.5,7731.54,-7721.54,-7622.54,1e-09,0.0,1
3570.0,0.5,7753.255,-7743.255,-7644.255,1e-09,0.0,1
3580.0,0.5,7774.97,-7764.97,-7665.97,1e-09,0.0,1
3590.0,0.5,7796.685,-7786.685,-7687.685,1e-09,0.0,1
3600.0,0.5,7818.4,-7808.4,-7709.4,1e-09,0.0,1
3610.0,0.5,7840.115,-7830.115,-7731.115,1e-09,0.0,1
3620.0,0.5,7861.83,-7851.83,-7752.83,1e-09,0.0,1
3630.0,0.5,7883.545,-7873.545,-7774.545,1e-09,0.0,1
3640.0,0.5,7905.26,-7895.26,-7796.26,1e-09,0.0,1
3650.0,0.5,7926.975,-7916.975,-7817.975,1e-09,0.0,1
3660.0,0.5,7948.69,-7938.69,-7839.69,1e-09,0.0,1
3670.0,0.5,7970.405,-7960.405,-7861.405,1e-09,0.0,1
3680.0,0.5,7992.12,-7982.12,-7883.12,1e-09,0.0,1
