distance_m,extinction_per_m,path_loss_dB,Pr_dBm,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
3690.0,0.5,8013.835,-8003.835,-7904.835,1e-09,0.0,1
3700.0,0.5,8035.55,-8025.55,-7926.55,1e-09,0.0,1
3710.0,0.5,8057.265,-8047.265,-7948.265,1e-09,0.0,1
3720.0,0.5,8078.98,-8068.98,-7969.98,1e-09,0.0,1
3730.0,0.5,8100.695,-8090.695,-7991.695,1e-09,0.0,1
3740.0,0.5,8122.41,-8112.41,-8013.41,1e-09,0.0,1
3750.0,0.5,8144.125,-8134.125,-8035.125,1e-09,0.0,1
3760.0,0.5,8165.84,-8155.84,-8056.84,1e-09,0.0,1
3770.0,0.5,8187.555,-8177.555,-8078.555,1e-09,0.0,1
3780.0,0.5,8209.27,-8199.27,-8100.27,1e-09,0.0,1
3790.0,0.5,8230.985,-8220.985,-8121.985000000001,1e-09,0.0,1
3800.0,0.5,8252.7,-8242.7,-8143.700000000001,1e-09,0.0,1
3810.0,0.5,8274.414999999999,-8264.414999999999,-8165.414999999999,1e-09,0.0,1
3820.0,0.5,8296.13,-8286.13,-8187.129999999999,1e-09,0.0,1
3830.0,0.5,8317.845,-8307.845,-8208.845,1e-09,0.0,1
3840.0,0.5,8339.56,-8329.56,-8230.56,1e-09,0.0,1
3850.0,0.5,8361.275,-8351.275,-8252.275,1e-09,0.0,1
3860.0,0.5,8382.99,-8372.99,-8273.99,1e-09,0.0,1
3870.0,0.5,8404.705,-8394.705,-8295.705,1e-09,0.0,1
3880.0,0.5,8426.42,-8416.42,-8317.42,1e-09,0.0,1
3890.0,0.5,8448.135,-8438.135,-8339.135,1e-09,0.0,1
3900.0,0.5,8469.85,-8459.85,-8360.85,1e-09,0.0,1
3910.0,0.5,8491.565,-8481.565,-8382.565,1e-09,0.0,1
3920.0,0.5,8513.28,-8503.28,-8404.28,1e-09,0.0,1
3930.0,0.5,8534.995,-8524.995,-8425.995,1e-09,0.0,1
3940.0,0.5,8556.71,-8546.71,-8447.71,1e-09,0.0,1
3950.0,0.5,8578.425,-8568.425,-8469.425,1e-09,0.0,1
3960.0,0.5,8600.14,-8590.14,-8491.14,1e-09,0.0,1
3970.0,0.5,8621.855,-8611.855,-8512.855,1e-09,0.0,1
3980.0,0.5,8643.57,-8633.57,-8534.57,1e-09,0.0,1
3990.0,0.5,8665.285,-8655.285,-8556.285,1e-09,0.0,1
4000.0,0.5,8687.0,-8677.0,-8578.0,1e-09,0.0,1
