distance_m,FSPL_dB,rain_loss_dB,shadowing_dB,total_loss_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
10.0,66.42940008672036,5.161560097185728e-05,1.2188683190177254,67.64832002133906,58.34138002202113,1e-07,387611781.0526106,0
20.0,72.44999999999999,0.00010323120194371456,-4.159936424961982,68.29016680623995,57.699533237120235,1e-07,383347450.05073273,0
30.0,75.97182518111362,0.00015484680291557183,3.001804783225829,78.97378481114237,47.01591523221782,1e-07,312367553.03290236,0
40.0,78.47059991327961,0.00020646240388742912,3.7622588655648554,82.23306524124835,43.75663480211183,1e-07,290714003.8496079,0
50.0,80.40880017344074,0.00025807800485928644,-7.804140754615346,72.60491749683025,53.384782546529934,1e-07,354680950.3119484,0
60.0,81.99242509439324,0.00030969360583114365,-5.208718027449272,76.7840167605498,49.205683282810384,1e-07,326915829.895037,0
70.0,83.3313608870055,0.000361309206803001,0.5113616126691415,83.84308380888146,42.14661623447873,1e-07,280017817.2163857,0
80.0,84.49119982655924,0.00041292480777485824,-1.2649703693743288,83.22664238199269,42.7630576613675,1e-07,284113132.50678736,0
90.0,85.51425027550687,0.0004645404087467155,-0.06720463001715518,85.44751018589845,40.542189857461736,1e-07,269359025.66464186,0
100.0,86.42940008672036,0.0005161560097185729,-3.41217571029432,83.01774053243577,42.97195951092442,1e-07,285500974.63454247,0
110.0,87.25725378988486,0.0005677716106904301,3.5175918994513142,90.77541346094687,35.21428658241332,1e-07,233967339.69326505,0
120.0,88.01302500767287,0.0006193872116622873,3.1111677417157932,91.12481213660031,34.864887906759876,1e-07,231646712.5232404,0
130.0,88.70826713285709,0.0006710028126341447,0.2641227902448642,88.9730609259146,37.01663911744559,1e-07,245938961.4502981,0
140.0,89.35196080028513,0.000722618413606002,4.5089648278721315,93.86164824657087,32.12805179678932,1e-07,213471827.0083936,0
150.0,89.95122526783399,0.0007742340145778592,1.8700373690081824,91.82203687085675,34.16766317250344,1e-07,227016090.27503672,0
160.0,90.51179973983886,0.0008258496155497165,-3.437169851532953,87.07545573792146,38.91424430543873,1e-07,258544347.59208158,0
170.0,91.03837851428585,0.0008774652165215738,1.4750031363299954,92.51425911583237,33.47544092752781,1e-07,222418974.15589786,0
180.0,91.53485018878649,0.000929080817493431,-3.8355304033159956,87.70024886628799,38.289451177072195,1e-07,254393885.07231903,0
