distance_m,rain_rate_mmph,humidity_pct,visibility_km,Cn2,SNR_RF_dB,SNR_FSO_dB,SNR_THz_dB,C_RF_bps,C_FSO_bps,C_THz_bps,Eb_RF_J_per_bit,Eb_FSO_J_per_bit,Eb_THz_J_per_bit,best_channel,scenario
1610.0,0.0,36.45058616983593,24.13695735821147,1e-15,10.59767386059616,28.160843085803464,1.968021843557807,72820256.07069965,1000000000.0,1000000000.0,1.373244278390234e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1620.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.3355574779054535,28.10402563394821,1.9023038974912367,42856750.547758855,1000000000.0,1000000000.0,2.333354692595316e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1630.0,0.0,36.45058616983593,24.13695735821147,1e-15,0.945115943229581,28.047540433342533,1.8369169244137424,23310082.31134987,1000000000.0,1000000000.0,4.289989141364344e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1640.0,0.0,36.45058616983593,24.13695735821147,1e-15,7.307336229054101,27.991383426855506,1.7718568756880018,53468402.733082786,1000000000.0,1000000000.0,1.8702634619404195e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1650.0,0.0,36.45058616983593,24.13695735821147,1e-15,6.506541343973197,27.935550631300373,1.707119776512883,49049636.45024024,1000000000.0,1000000000.0,2.0387510945457825e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1660.0,0.0,36.45058616983593,24.13695735821147,1e-15,6.949241434837802,27.880038135647936,1.6427017241389592,51475423.2923736,1000000000.0,1000000000.0,1.9426746513965163e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1670.0,0.0,36.45058616983593,24.13695735821147,1e-15,5.05789487100418,27.824842099293427,1.5785988861374278,41440164.07398361,1000000000.0,1000000000.0,2.4131178588354244e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1680.0,0.0,36.45058616983593,24.13695735821147,1e-15,3.4186768409958432,27.769958750375494,1.5148074987208986,33536092.85083863,1000000000.0,1000000000.0,2.981861973151691e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1690.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.294993804073215,27.715384384144706,1.4513238651137215,37660168.471775606,1000000000.0,1000000000.0,2.655325349246511e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
1700.0,0.0,36.45058616983593,24.13695735821147,1e-15,4.222331469284853,27.661115361380297,1.3881443539707732,37309094.77097336,1000000000.0,1000000000.0,2.680311613397826e-09,1.0000000000000001e-11,3.1622776601683794e-11,1,clear
