distance_m,distance_km,L_atm_dB,L_turb_dB,L_point_dB,L_total_dB,SNR_dB,Eb_J,capacity_bps,outage_flag_cap
10.0,0.01,0.09262638539238852,0.0001862854583139551,0.30962284345742963,0.40243551430813207,88.59756448569186,1.0000000000000001e-11,29431473862.35405,0
20.0,0.02,0.18525277078477703,0.0006638459040810576,0.30962284345742963,0.4955394601462877,88.50446053985371,1.0000000000000001e-11,29400545401.054764,0
30.0,0.03,0.2778791561771655,0.0013960509064203284,0.30962284345742963,0.5888980505410155,88.41110194945898,1.0000000000000001e-11,29369532348.665867,0
40.0,0.04,0.37050554156955406,0.002365677859954058,0.30962284345742963,0.6824940628869378,88.31750593711305,1.0000000000000001e-11,29338440426.413048,0
50.0,0.05,0.4631319269619426,0.0035614263087947774,0.30962284345742963,0.7763161967281671,88.22368380327183,1.0000000000000001e-11,29307273388.226513,0
60.0,0.06,0.555758312354331,0.004974959851955172,0.30962284345742963,0.8703561156637158,88.12964388433629,1.0000000000000001e-11,29276034003.39876,0
70.0,0.07,0.6483846977467197,0.006599717732420001,0.30962284345742963,0.9646072589365693,88.03539274106343,1.0000000000000001e-11,29244724451.36612,0
80.0,0.08,0.7410110831391081,0.00843031749186535,0.30962284345742963,1.059064244088403,87.9409357559116,1.0000000000000001e-11,29213346520.14256,0
90.0,0.09,0.8336374685314967,0.010462212944346417,0.30962284345742963,1.1537225249332728,87.84627747506673,1.0000000000000001e-11,29181901719.9384,0
100.0,0.1,0.9262638539238852,0.012691480533027325,0.30962284345742963,1.2485781779143421,87.75142182208566,1.0000000000000001e-11,29150391354.131042,0
110.0,0.11,1.0188902393162738,0.015114677231692408,0.30962284345742963,1.3436277600053956,87.65637223999461,1.0000000000000001e-11,29118816566.46906,0
120.0,0.12,1.111516624708662,0.017728741419627828,0.30962284345742963,1.4388682095857197,87.56113179041428,1.0000000000000001e-11,29087178374.00087,0
130.0,0.13,1.2041430101010508,0.02053092109260806,0.30962284345742963,1.5342967746510885,87.4657032253489,1.0000000000000001e-11,29055477690.922523,0
140.0,0.14,1.2967693954934394,0.023518720271603444,0.30962284345742963,1.6299109592224723,87.37008904077753,1.0000000000000001e-11,29023715346.380344,0
150.0,0.15,1.3893957808858277,0.02668985798214444,0.30962284345742963,1.7257084823254019,87.2742915176746,1.0000000000000001e-11,28991892098.09768,0
160.0,0.16,1.4820221662782163,0.03004223618807681,0.30962284345742963,1.8216872459237226,87.17831275407627,1.0000000000000001e-11,28960008643.027084,0
170.0,0.17,1.5746485516706048,0.033573914271274125,0.30962284345742963,1.9178453093993086,87.08215469060069,1.0000000000000001e-11,28928065625.827984,0
180.0,0.18,1.6672749370629933,0.03728308840411878,0.30962284345742963,2.0141808689245417,86.98581913107546,1.0000000000000001e-11,28896063645.718987,0
190.0,0.19,1.759901322455382,0.04116807465001436,0.30962284345742963,2.110692240562826,86.88930775943717,1.0000000000000001e-11,28864003262.09175,0
200.0,0.2,1.8525277078477704,0.04522729495270993,0.30962284345742963,2.20737784625791,86.79262215374209,1.0000000000000001e-11,28831884999.165253,0
210.0,0.21,1.9451540932401588,0.049459265397551896,0.30962284345742963,2.30423620209514,86.69576379790486,1.0000000000000001e-11,28799709349.885323,0
220.0,0.22,2.0377804786325475,0.053862586283278356,0.30962284345742963,2.4012659083732557,86.59873409162674,1.0000000000000001e-11,28767476779.222683,0
230.0,0.23,2.130406864024936,0.058435933653812666,0.30962284345742963,2.4984656411361783,86.50153435886382,1.0000000000000001e-11,28735187726.986073,0
240.0,0.24,2.223033249417324,0.0631780520199505,0.30962284345742963,2.595834144894704,86.40416585510529,1.0000000000000001e-11,28702842610.240017,0
250.0,0.25,2.315659634809713,0.06808774806022169,0.30962284345742963,2.6933702263273642,86.30662977367264,1.0000000000000001e-11,28670441825.397373,0
260.0,0.26,2.4082860202021017,0.07316388513457932,0.30962284345742963,2.791072748794111,86.20892725120589,1.0000000000000001e-11,28637985750.04184,0
270.0,0.27,2.50091240559449,0.07840537847827303,0.30962284345742963,2.888940627530193,86.11105937246981,1.0000000000000001e-11,28605474744.524506,0
280.0,0.28,2.593538790986879,0.08381119096908952,0.30962284345742963,2.9869728254133983,86.0130271745866,1.0000000000000001e-11,28572909153.36997,0
290.0,0.29,2.6861651763792667,0.08938032938120039,0.30962284345742963,3.0851683492178967,85.9148316507821,1.0000000000000001e-11,28540289306.520763,0
300.0,0.3,2.7787915617716554,0.09511184105456212,0.30962284345742963,3.1835262462836473,85.81647375371635,1.0000000000000001e-11,28507615520.443737,0
310.0,0.31,2.871417947164044,0.10100481092126307,0.30962284345742963,3.282045601542737,85.71795439845727,1.0000000000000001e-11,28474888099.117935,0
320.0,0.32,2.9640443325564325,0.1070583588401064,0.30962284345742963,3.3807255348539687,85.61927446514603,1.0000000000000001e-11,28442107334.91999,0
330.0,0.33,3.0566707179488213,0.11327163719871847,0.30962284345742963,3.4795651986049694,85.52043480139503,1.0000000000000001e-11,28409273509.420685,0
340.0,0.34,3.1492971033412096,0.11964382874892916,0.30962284345742963,3.5785637755475683,85.42143622445244,1.0000000000000001e-11,28376386894.10405,0
350.0,0.35,3.241923488733598,0.12617414464644094,0.30962284345742963,3.6777204768374685,85.32227952316254,1.0000000000000001e-11,28343447751.01854,0
360.0,0.36,3.3345498741259867,0.1328618226701688,0.30962284345742963,3.7770345402535854,85.22296545974642,1.0000000000000001e-11,28310456333.368584,0
370.0,0.37,3.427176259518375,0.13970612560015336,0.30962284345742963,3.876505228575958,85.12349477142405,1.0000000000000001e-11,28277412886.053402,0
380.0,0.38,3.519802644910764,0.14670633973601355,0.30962284345742963,3.976131828104207,85.0238681718958,1.0000000000000001e-11,28244317646.159203,0
390.0,0.39,3.612429030303152,0.15386177354030278,0.30962284345742963,4.075913647300885,84.92408635269912,1.0000000000000001e-11,28211170843.409813,0
400.0,0.4,3.705055415695541,0.16117175639329714,0.30962284345742963,4.175850015546268,84.82414998445373,1.0000000000000001e-11,28177972700.58035,0
410.0,0.41,3.797681801087929,0.16863563744746357,0.30962284345742963,4.275940281992822,84.72405971800718,1.0000000000000001e-11,28144723433.877754,0
420.0,0.42,3.8903081864803175,0.17625278457136626,0.30962284345742963,4.376183814509113,84.62381618549088,1.0000000000000001e-11,28111423253.291603,0
430.0,0.43,3.9829345718727063,0.18402258337404345,0.30962284345742963,4.476579998704179,84.52342000129582,1.0000000000000001e-11,28078072362.918243,0
440.0,0.44,4.075560957265095,0.19194443630198477,0.30962284345742963,4.577128237024509,84.42287176297549,1.0000000000000001e-11,28044670961.260723,0
450.0,0.45,4.168187342657483,0.20001776180174186,0.30962284345742963,4.677827947916654,84.32217205208335,1.0000000000000001e-11,28011219241.50699,0
460.0,0.46,4.260813728049872,0.20824199354206085,0.30962284345742963,4.778678565049362,84.22132143495064,1.0000000000000001e-11,27977717391.78829,0
470.0,0.47,4.35344011344226,0.21661657969007297,0.30962284345742963,4.879679536589762,84.12032046341024,1.0000000000000001e-11,27944165595.419613,0
480.0,0.48,4.446066498834648,0.22514098223670953,0.30962284345742963,4.980830324528787,84.01916967547122,1.0000000000000001e-11,27910564031.12379,0
490.0,0.49,4.5386928842270375,0.2338146763670389,0.30962284345742963,5.082130404051505,83.91786959594849,1.0000000000000001e-11,27876912873.240654,0
500.0,0.5,4.631319269619426,0.2426371498716545,0.30962284345742963,5.18357926294851,83.81642073705149,1.0000000000000001e-11,27843212291.92256,0
510.0,0.51,4.723945655011814,0.2516079025956755,0.30962284345742963,5.285176401064919,83.71482359893508,1.0000000000000001e-11,27809462453.317474,0
520.0,0.52,4.816572040404203,0.2607264459222538,0.30962284345742963,5.3869213297838865,83.61307867021611,1.0000000000000001e-11,27775663519.74047,0
530.0,0.53,4.909198425796592,0.2699923022877979,0.30962284345742963,5.488813571541819,83.51118642845819,1.0000000000000001e-11,27741815649.83485,0
540.0,0.54,5.00182481118898,0.27940500472640567,0.30962284345742963,5.590852659372815,83.40914734062719,1.0000000000000001e-11,27707918998.723408,0
550.0,0.55,5.094451196581369,0.28896409644122856,0.30962284345742963,5.693038136480027,83.30696186351997,1.0000000000000001e-11,27673973718.150887,0
560.0,0.56,5.187077581973758,0.2986691304007091,0.30962284345742963,5.795369555831896,83.2046304441681,1.0000000000000001e-11,27639979956.61805,0
570.0,0.57,5.279703967366145,0.3085196689578324,0.30962284345742963,5.897846479781407,83.1021535202186,1.0000000000000001e-11,27605937859.508198,0
580.0,0.58,5.372330352758533,0.3185152834906898,0.30962284345742963,6.000468479706653,82.99953152029335,1.0000000000000001e-11,27571847569.20655,0
590.0,0.59,5.4649567381509225,0.32865555406282054,0.30962284345742963,6.103235135671173,82.89676486432883,1.0000000000000001e-11,27537709225.213093,0
600.0,0.6,5.557583123543311,0.33894006910190744,0.30962284345742963,6.2061460361026475,82.79385396389735,1.0000000000000001e-11,27503522964.249294,0
